start,goal,steps,time_s,path_length,collisions,min_dist_to_obstacle,reached_goal,timeout,timestamp
"[0.0, -18.0]","[5.0, 18.0]",300,30.0,22.348663898341968,65,-0.6773492993654042,False,True,20251022-142330
