start,goal,steps,time_s,path_length,collisions,min_dist_to_obstacle,reached_goal,timeout,timestamp
"[0.0, -18.0]","[5.0, 18.0]",300,30.0,17.230052571941847,66,-0.5521988854199302,False,True,20251022-155633
