start,goal,steps,time_s,path_length,collisions,min_dist_to_obstacle,reached_goal,timeout,timestamp
"[0.0, -18.0]","[-5.0, 18.0]",300,30.0,20.65723758902778,35,-0.03115903463022518,False,True,20251022-172115
