start,goal,steps,time_s,path_length,collisions,min_dist_to_obstacle,reached_goal,timeout,timestamp
"[0.0, -18.0]","[5.0, 16.0]",300,30.0,18.98608119735228,43,-0.6758085452946643,False,True,20251022-163506
