start,goal,steps,time_s,path_length,collisions,min_dist_to_obstacle,reached_goal,timeout,timestamp
"[0.0, -18.0]","[5.0, 18.0]",300,30.0,23.919999994494287,0,4.46272349869677,False,True,20251022-140300
