run_id,goal,start_position,success,final_bias,collision_count,failure_reason,run_time,final_position,steps,path_length,min_dist_to_obstacle,sum_closest_distances,mean_closest_distance,std_closest_distance
12,"[-6.570905994786225, 4.560944233792691, 1.0]","[-7.678065924285077, -8.419456629435722, 0.9999999999999813]",True,0.9313829427936018,0,,20.001999999999953,"[-6.603957014653264, 3.630147899349641, 0.9999999999999813]",66,13.737448990235217,0.5118005728527986,60.56559858642718,0.9176605846428362,0.31928843296515574
13,"[5.2763458009025825, -4.986716819336666, 1.0]","[-6.730198146620952, 4.763081869678415, 0.9999999999999813]",True,0.9815798185292142,0,,25.458999999999946,"[4.676388878453228, -5.763602030515862, 0.9999999999999813]",76,17.82601663412539,0.20978969308688256,79.84546691108154,1.0505982488300207,0.40062999893661705
14,"[0.2649235316811147, 5.190135989506638, 1.0]","[5.302917052454127, -5.172527435126108, 0.9999999999999813]",True,0.9482872552462469,0,,22.99599999999998,"[1.1897237395365916, 5.399881773762073, 0.9999999999999813]",70,12.910381585536143,0.0,83.1980986424288,1.1885442663204118,0.47151473061058297
15,"[6.627536248102995, -6.100977426501029, 1.0]","[-0.2623101784411126, 5.7614632040547145, 0.9999999999999813]",False,3.068205476792999,0,stuck,32.412000000000035,"[7.389783304149249, -9.072990931411693, 0.9999999999999813]",101,19.04050916482717,0.023825005918306497,121.35585448415169,1.2015431137044725,0.40357997294432457
16,"[-5.257469496082762, 0.4401034866128466, 1.0]","[7.032644658202216, -8.28040202592669, 0.9999999999999813]",True,0.9854772369722141,0,,23.13799999999992,"[-4.381732260786931, -0.011836420130078795, 0.9999999999999813]",73,15.882977204327956,0.14210924374273248,105.57338473284914,1.4462107497650565,0.828829940955197
17,"[-3.9013649489449156, 0.5811483565005879, 1.0]","[-5.436714187993932, 0.45450457129846933, 0.9999999999999813]",True,0.988666311796059,0,,6.975999999999999,"[-4.81123041871256, 0.19435913353163511, 0.9999999999999813]",24,0.6978388583460737,0.8260093767088845,21.01592900713799,0.8756637086307498,0.01882950378343048
18,"[2.8571105930522425, 0.10361410096201418, 1.0]","[-2.770224433979481, 0.32198089837002275, 0.9999999999999813]",True,0.8405744160163696,0,,8.864000000000033,"[2.174905199313386, 0.5946957129318301, 0.9999999999999813]",27,5.210811150971289,0.9395846188780683,66.92182853643561,2.478586242090208,1.048226905631464
19,"[-7.646861566760419, 4.96374461682227, 1.0]","[3.1038996430928654, 0.09770763107041422, 0.9999999999999813]",True,0.8436853614767335,0,,18.368000000000052,"[-6.91582907863084, 4.542559989290349, 0.9999999999999813]",55,11.501066798659863,0.1990420360544316,64.41355458175957,1.1711555378501743,0.6769679437080989
20,"[1.6744852204682097, 7.55656083027894, 1.0]","[-7.933541096288672, 4.933078812411803, 0.9999999999999813]",True,0.9902539503925037,0,,15.936000000000035,"[0.9554934575602597, 6.875639593175501, 0.9999999999999813]",42,9.704655603988462,0.739095312548778,47.727237197546835,1.1363627904177818,0.3363134208458046
21,"[-8.57422726462658, -4.0069164639934804, 1.0]","[1.7549721949605541, 7.655694137681213, 0.9999999999999813]",True,0.8790589585954598,0,,25.745000000000005,"[-8.238435871653358, -3.1945195209342163, 0.9999999999999813]",80,16.380563538500063,0.22914907400335416,104.9395537005008,1.3117444212562597,0.7878239340182865
22,"[-5.53924979018199, -0.3480598264960477, 1.0]","[-8.632154220356213, -4.191840242694375, 0.9999999999999813]",True,0.9672979602756515,0,,18.39300000000003,"[-4.902679871638833, -1.0763757488535055, 0.9999999999999813]",55,9.642442123484079,0.0,46.20198581386851,0.8400361057067002,0.6438821175213891
23,"[0.3286597930851958, 8.492289472481467, 1.0]","[-5.3171611404069745, 0.5810108122395284, 0.9999999999999813]",True,0.8812808707353733,0,,16.716000000000008,"[-0.2954436097768403, 7.8700749470482165, 0.9999999999999813]",43,10.274252957465922,0.18831533146006474,50.46614740681213,1.1736313350421426,0.5382335534875001
24,"[8.74032876338245, 3.790728949041945, 1.0]","[0.4199167641014507, 8.500561203152829, 0.9999999999999813]",True,0.9184548959939631,0,,26.126999999999953,"[7.998552296932538, 3.2491321711745322, 0.9999999999999813]",87,17.00213872932476,0.31344947247160815,75.13545553452758,0.863625925684225,0.34858364232531264
25,"[7.0323585959170245, 1.5632616447786347, 1.0]","[8.752947994447382, 3.723685437689759, 0.9999999999999813]",True,0.9290909850530005,0,,9.398000000000025,"[6.985497115428634, 2.4911700778436603, 0.9999999999999813]",28,2.3999074619629486,1.1011843904899605,36.75999036956855,1.3128567989131623,0.13765740418022174
26,"[-3.6492359001255537, 0.3684381068007134, 1.0]","[5.121360458432623, 1.1257956955950994, 0.9999999999999813]",True,0.9698105721107595,0,,16.84299999999996,"[-2.773507699971917, 0.7851306376114664, 0.9999999999999813]",48,11.424848524888802,0.2892430536524723,76.73612525976078,1.5986692762450163,1.143873665852171
27,"[-1.41129320014098, 5.977091069396501, 1.0]","[-3.790436664746092, 0.2652205024324208, 0.9999999999999813]",True,0.969192846180585,0,,12.081000000000017,"[-2.0285183928358257, 5.22985092420191, 0.9999999999999813]",41,5.32737657411209,0.36949056401868335,49.9001023079374,1.2170756660472537,0.34831791889138075
28,"[4.351261103493263, 1.1635524442251821, 1.0]","[-1.1997763515906683, 5.979188375876381, 0.9999999999999813]",True,0.9103210910912902,0,,16.551999999999907,"[3.8161086692729853, 0.4271447032054746, 0.9999999999999813]",51,8.713655745717555,0.39686163592355483,56.83044824550796,1.114322514617803,0.30941337868509244
29,"[6.911439725831574, -4.086786660675091, 1.0]","[5.1336045983616385, 0.00020464896698705248, 0.9999999999999813]",True,0.8991890130765618,0,,9.423999999999978,"[6.685832420075305, -3.216360199205198, 0.9999999999999813]",22,4.735942618412486,0.38652703099906316,13.692446837873836,0.6223839471760836,0.18509202907085998
30,"[2.738727185298364, -2.265778696932786, 1.0]","[7.113357492422934, -4.238260569694011, 0.9999999999999813]",True,0.9461554602394043,0,,12.098999999999933,"[3.392333319954612, -2.9498906582962445, 0.9999999999999813]",36,5.07405856602632,0.11011477639812428,40.86377987062239,1.135104996406177,0.5870707970772562
