run_id,goal,start_position,success,final_bias,collision_count,failure_reason,run_time,final_position,steps,path_length,min_dist_to_obstacle,sum_closest_distances,mean_closest_distance,std_closest_distance
1,"[-1.576581910651094, 4.1861653754010035, 1.0]","[6.998996359621404, 8.979382194988931, 0.9999999999999813]",True,0.948425121092286,0,,16.173999999999978,"[-0.8614800667687569, 4.809173853027913, 0.9999999999999813]",62,9.453742246941637,0.6481185489266597,95.04164561663094,1.5329297680101763,0.438562101046401
2,"[-1.2160968593019277, -9.007401595270064, 1.0]","[-1.712962526279721, 4.03161473531576, 0.9999999999999813]",True,0.8214991661604139,0,,26.870000000000005,"[-1.8136563752889607, -9.571124492494931, 0.9999999999999813]",89,16.711995903884443,0.0,120.5069765568172,1.3540109725485077,0.8264074109025797
3,"[0.9651601489169348, 3.954808629743992, 1.0]","[-1.2842541264634508, -9.28111111094629, 0.9999999999999813]",False,5.301772191243447,0,stuck,32.55799999999999,"[5.3456038394544825, 6.941529480756374, 0.9999999999999813]",101,21.475489298098324,0.4636458739050784,104.88053573471385,1.038421145888256,0.44508887037752565
4,"[8.873566941259856, 0.8974127343387241, 1.0]","[4.718618943770275, 8.504105004872033, 0.9999999999999813]",True,0.9240711308923459,0,,16.437000000000012,"[8.134592187874558, 1.4522314153578453, 0.9999999999999813]",56,9.910447571348056,0.8065387077274373,75.92593082781671,1.3558201933538696,0.44459079110931476
5,"[-5.28212974929495, 7.04391381737015, 1.0]","[9.116471348681694, 0.8490778073028918, 0.9999999999999813]",False,3.79120026538592,0,out_of_bounds,21.159999999999968,"[-2.909088934806856, 10.000580309390505, 0.9999999999999813]",78,16.15834937414452,0.0,67.65944698086238,0.8674288074469537,0.42611892527613315
6,"[7.464342877284032, -3.1923836992776327, 1.0]","[-6.134935910357138, 9.651536316233118, 0.9999999999999813]",True,0.9963982271133591,0,,31.35899999999998,"[6.62344650797991, -3.726895367144472, 0.9999999999999813]",94,22.4610423876798,0.0,134.771047514484,1.4337345480264254,0.7226354996741908
7,"[-8.050142501894815, 5.318457052562177, 1.0]","[8.49697589860815, -4.844196414019103, 0.9999999999999813]",True,0.9787327620442983,0,,27.81899999999996,"[-7.372756456350648, 4.612011042734889, 0.9999999999999813]",86,20.301826430728156,0.032120182932722896,105.73678027709441,1.2294974450824936,0.5763327826375213
8,"[7.095158653044507, 8.902272593597708, 1.0]","[-8.276559796792348, 5.2996295417558645, 0.9999999999999813]",True,0.9341672647403748,0,,22.201000000000022,"[6.271504227516974, 8.461521115073332, 0.9999999999999813]",68,15.376868597163732,0.125040134382715,78.21648111776965,1.1502423693789656,0.6749916423177467
9,"[-9.3028910761717, 0.03561725082603573, 1.0]","[7.210830437921454, 8.908372307758828, 0.9999999999999813]",True,0.9125212971710353,0,,27.173999999999978,"[-9.335512787921097, 0.9475552650097017, 0.9999999999999813]",95,19.772461298505384,0.1370326980107366,141.00316492730562,1.4842438413400594,0.7359930495684056
10,"[5.155092222068173, -9.10571296217137, 1.0]","[-9.301056390481737, -0.0640200358529819, 0.9999999999999813]",False,1.7041123530037587,0,out_of_bounds,24.978000000000065,"[3.7088168868370137, -10.006982381580464, 0.9999999999999813]",94,17.42956652183148,0.48106540970632417,98.427940167615,1.0471057464639897,0.43753543859779853
11,"[-6.074875911341385, -9.129970411735133, 1.0]","[5.4217205535148105, -9.22243180654026, 0.9999999999999813]",True,0.9686112526315492,0,,18.61200000000008,"[-5.3063221886015866, -8.540451172025982, 0.9999999999999813]",62,11.605891166035429,0.0,46.52547137963801,0.7504108287038389,0.334710112436804
